url,series_name
https://www.espncricinfo.com/series/australia-tour-of-india-2000-01-61425/india-vs-australia-1st-odi-64706/match-report,"Australia in India ODI Series
https://www.espncricinfo.com/series/australia-tour-of-india-2000-01-61425/india-vs-australia-2nd-odi-64708/match-report,"Australia in India ODI Series
https://www.espncricinfo.com/series/australia-tour-of-india-2000-01-61425/india-vs-australia-3rd-odi-64709/match-report,"Australia in India ODI Series
https://www.espncricinfo.com/series/australia-tour-of-india-2000-01-61425/india-vs-australia-4th-odi-64710/match-report,"Australia in India ODI Series
https://www.espncricinfo.com/series/australia-tour-of-india-2000-01-61425/india-vs-australia-5th-odi-64711/match-report,"Australia in India ODI Series
https://www.espncricinfo.com/series/sri-lanka-tour-of-south-africa-2000-01-61601/south-africa-vs-sri-lanka-1st-odi-64685/match-report,"Sri Lanka in South Africa ODI Series
https://www.espncricinfo.com/series/sri-lanka-tour-of-south-africa-2000-01-61601/south-africa-vs-sri-lanka-2nd-odi-64686/match-report,"Sri Lanka in South Africa ODI Series
https://www.espncricinfo.com/series/sri-lanka-tour-of-south-africa-2000-01-61601/south-africa-vs-sri-lanka-3rd-odi-64690/match-report,"Sri Lanka in South Africa ODI Series
https://www.espncricinfo.com/series/sri-lanka-tour-of-south-africa-2000-01-61601/south-africa-vs-sri-lanka-4th-odi-64691/match-report,"Sri Lanka in South Africa ODI Series
https://www.espncricinfo.com/series/sri-lanka-tour-of-south-africa-2000-01-61601/south-africa-vs-sri-lanka-5th-odi-64692/match-report,"Sri Lanka in South Africa ODI Series
https://www.espncricinfo.com/series/sri-lanka-tour-of-south-africa-2000-01-61601/south-africa-vs-sri-lanka-6th-odi-64693/match-report,"Sri Lanka in South Africa ODI Series
https://www.espncricinfo.com/series/sri-lanka-tour-of-new-zealand-2000-01-61622/new-zealand-vs-sri-lanka-5th-odi-64698/match-report,"Sri Lanka in New Zealand ODI Series
https://www.espncricinfo.com/series/bangladesh-tour-of-zimbabwe-2000-01-62182/zimbabwe-vs-bangladesh-1st-odi-64712/match-report,"Bangladesh in Zimbabwe ODI Series
https://www.espncricinfo.com/series/bangladesh-tour-of-zimbabwe-2000-01-62182/zimbabwe-vs-bangladesh-2nd-odi-64713/match-report,"Bangladesh in Zimbabwe ODI Series
https://www.espncricinfo.com/series/bangladesh-tour-of-zimbabwe-2000-01-62182/zimbabwe-vs-bangladesh-3rd-odi-64714/match-report,"Bangladesh in Zimbabwe ODI Series
https://www.espncricinfo.com/series/pakistan-tour-of-new-zealand-2000-01-61501/new-zealand-vs-pakistan-3rd-odi-64701/match-report,"Pakistan in New Zealand ODI Series
https://www.espncricinfo.com/series/pakistan-tour-of-new-zealand-2000-01-61501/new-zealand-vs-pakistan-4th-odi-64702/match-report,"Pakistan in New Zealand ODI Series
https://www.espncricinfo.com/series/pakistan-tour-of-new-zealand-2000-01-61501/new-zealand-vs-pakistan-5th-odi-64703/match-report,"Pakistan in New Zealand ODI Series
https://www.espncricinfo.com/series/carlton-series-2000-01-61080/australia-vs-west-indies-1st-match-65601/match-report,"Carlton Series (Australia
https://www.espncricinfo.com/series/carlton-series-2000-01-61080/west-indies-vs-zimbabwe-2nd-match-65602/match-report,"Carlton Series (Australia
https://www.espncricinfo.com/series/carlton-series-2000-01-61080/australia-vs-west-indies-3rd-match-65603/match-report,"Carlton Series (Australia
https://www.espncricinfo.com/series/carlton-series-2000-01-61080/australia-vs-west-indies-4th-match-65604/match-report,"Carlton Series (Australia
https://www.espncricinfo.com/series/carlton-series-2000-01-61080/australia-vs-zimbabwe-5th-match-65605/match-report,"Carlton Series (Australia
https://www.espncricinfo.com/series/carlton-series-2000-01-61080/west-indies-vs-zimbabwe-7th-match-65607/match-report,"Carlton Series (Australia
https://www.espncricinfo.com/series/carlton-series-2000-01-61080/australia-vs-west-indies-8th-match-65608/match-report,"Carlton Series (Australia
https://www.espncricinfo.com/series/carlton-series-2000-01-61080/australia-vs-zimbabwe-9th-match-65609/match-report,"Carlton Series (Australia
https://www.espncricinfo.com/series/carlton-series-2000-01-61080/australia-vs-zimbabwe-10th-match-65610/match-report,"Carlton Series (Australia
https://www.espncricinfo.com/series/carlton-series-2000-01-61080/west-indies-vs-zimbabwe-11th-match-65611/match-report,"Carlton Series (Australia
https://www.espncricinfo.com/series/carlton-series-2000-01-61080/australia-vs-zimbabwe-12th-match-65612/match-report,"Carlton Series (Australia
https://www.espncricinfo.com/series/carlton-series-2000-01-61080/australia-vs-west-indies-1st-final-65613/match-report,"Carlton Series (Australia
https://www.espncricinfo.com/series/carlton-series-2000-01-61080/australia-vs-west-indies-2nd-final-65614/match-report,"Carlton Series (Australia
https://www.espncricinfo.com/series/england-tour-of-sri-lanka-2000-01-61786/sri-lanka-vs-england-1st-odi-64704/match-report,"England in Sri Lanka ODI Series
